Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
6,57,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.71929824561,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,17543.859649122805,17543.859649122805,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,57,Portscan
6,3005849,8,6,305,11595,305,0,38.12500000000001,107.83378413094847,5792,0,1932.5,2537.820147291766,3958.9480376426095,4.657585926638364,231219.15384615384,599638.9570020234,2003459,48,3005849,429407.0,787303.594751309,2003459,164,2589,517.8,863.636323923444,2055,48,1,1,0,0,1,0,280,200,2.6614776723647795,1.9961082542735848,0,5792,850.0,1851.984756541354,3429847.538461538,1,4,1,2,11,0,0,0,0.75,850.0,38.125,1932.5,0,0,0,0,0,0,0,21,0,828,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,3005849,DoS Hulk
6,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.545454545456,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,22727.272727272728,22727.272727272728,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,44,Portscan
6,687997,10,7,1107,11595,369,0,110.7,178.2439339781301,4344,0,1656.4285714285716,1760.597233624891,18462.28980649625,24.70941007010205,42999.8125,81418.0194086614,207991,1,687997,76444.1111111111,105103.82766869676,235957,1,659765,109960.83333333334,173645.3070479207,423765,48,3,1,0,0,3,0,292,232,14.53494710006003,10.17446297004202,0,4344,747.1764705882354,1339.8309704629778,1795147.029411765,2,2,3,4,13,0,0,0,0.7,747.1764705882352,110.7,1656.428571428571,0,0,0,11595,4,39845360,0,65,0,682,29200,235,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,687997,DoS Hulk
6,1826985,8,4,20,11595,20,0,2.5,7.071067811865476,10135,0,2898.75,4873.014766719538,6357.468725796873,6.568198425274427,166089.54545454547,380215.7477938976,1136257,4,1826985,260997.8571428572,460953.9130872806,1137412,4,1148742,382914.0,652442.2406535309,1136257,191,1,1,0,0,1,0,172,92,4.378798950182952,2.189399475091476,0,10135,967.9166666666669,2917.157285575784,8509806.628787877,1,2,1,2,11,0,0,0,0.5,967.9166666666666,2.5,2898.75,0,0,0,0,0,0,0,1,0,966,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1826985,DDoS
6,7993741,8,3,20,11595,20,0,2.5,7.071067811865476,11595,0,3865.0,6694.376371253711,1453.011800107109,1.376076607936134,799374.1,2514504.710123975,7955761,0,7993741,1141963.0,3004617.9137933664,7955761,0,26017,13008.5,2728.725068598887,14938,11079,1,1,0,0,1,0,172,72,1.0007829875899157,0.3752936203462184,0,11595,1055.909090909091,3495.426167280478,12218004.09090909,1,2,1,2,10,0,0,0,0.375,1055.909090909091,2.5,3865.0,0,0,0,0,0,0,0,1,0,1054,8192,229,1,20,37980.0,0.0,37980,37980,7955761.0,0.0,7955761,7955761,0,0,7993741,DDoS
6,51,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39215.68627450981,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,19607.843137254906,19607.843137254906,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,51,Portscan
6,1000661,8,6,322,11595,322,0,40.25000000000001,113.84419177103416,5792,0,1932.5,2537.820147291766,11909.128066348145,13.990752112853404,76973.92307692308,276774.8000470363,998136,3,1000661,142951.57142857142,377100.97591531865,998136,178,1320,264.0,359.21024484276614,886,3,1,1,0,0,1,0,272,200,7.994715493059088,5.996036619794316,0,5792,851.2142857142859,1851.605464645019,3428442.796703297,1,3,1,2,12,0,0,0,0.75,851.2142857142857,40.25,1932.5,0,0,0,0,0,0,0,23,0,828,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1000661,DoS Hulk
6,80,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,49999.99999999999,26.666666666666664,23.028967265887832,49,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,0,2,48,40,25000.0,25000.0,0,0,0.0,0.0,0.0,0,2,2,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,80,Infiltration - Portscan
6,178978,7,7,372,11595,372,0,53.14285714285715,140.60278395943254,4344,0,1656.4285714285716,1760.597233624891,66862.96639810479,78.22190436813463,13767.538461538465,37291.91424785312,136170,1,178978,29829.666666666664,58857.16718859877,149006,1,161888,26981.33333333333,53847.42062408065,136170,49,1,1,0,0,2,0,208,232,39.11095218406732,39.11095218406732,0,4344,854.7857142857144,1460.0755606670302,2131820.6428571427,2,2,2,2,11,0,0,0,1.0,854.7857142857143,53.142857142857146,1656.428571428571,0,0,0,11595,4,39845360,0,26,0,828,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,178978,DoS Hulk
6,167006,7,7,311,11595,311,0,44.42857142857143,117.54695110586968,4344,0,1656.4285714285716,1760.597233624891,71290.85182568291,83.82932349735938,12846.615384615385,34520.93943666283,126102,1,167006,27834.33333333333,54895.30343359682,139012,1,153148,25524.666666666668,49702.67802308712,126102,47,1,1,0,0,2,0,208,232,41.91466174867969,41.91466174867969,0,4344,850.4285714285713,1461.717204801663,2136617.186813187,2,2,2,2,11,0,0,0,1.0,850.4285714285714,44.42857142857143,1656.428571428571,0,0,0,11595,4,40541958,0,22,0,828,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,167006,DoS Hulk
6,27,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,74074.07407407407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,37037.03703703704,37037.03703703704,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,27,Portscan
6,160981,7,6,316,11595,316,0,45.142857142857146,119.4367734709158,5792,0,1932.5,2181.008184303764,73990.0982103478,80.7548716929327,13415.083333333336,37756.98729665407,132243,3,160981,26830.166666666664,58144.13824081209,145002,3,147512,29502.4,57796.502703883394,132243,14,1,1,0,0,1,0,232,200,43.48339245004068,37.27147924289201,0,5792,916.2307692307692,1717.0214594779218,2948162.6923076925,1,2,1,2,12,0,0,0,0.8571428571428571,916.2307692307692,45.142857142857146,1932.5,0,0,0,11595,4,45649606,0,24,0,891,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,160981,DoS Hulk
6,42022,7,8,407,11595,407,0,58.14285714285715,153.8315405147555,5792,0,1449.375,2046.6734639060387,285612.29831992765,356.95588025320075,3001.5714285714284,4681.37464548914,11857,1,42022,7003.666666666666,6885.368709565717,15903,3,30099,4299.857142857143,5842.368938155463,12704,1,1,1,0,0,2,0,208,264,166.57941078482702,190.37646946837373,0,5792,800.1333333333333,1618.8633078564137,2620718.409523809,2,2,2,2,12,0,0,0,1.1428571428571428,800.1333333333333,58.142857142857146,1449.375,0,0,0,11595,5,39845360,0,27,0,773,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,42022,DoS Hulk
6,165007,7,6,353,11595,353,0,50.42857142857142,133.4214589722572,4344,0,1932.5,1754.8314733899665,72409.04931305946,78.7845364136067,13750.583333333332,38929.14312733826,136341,3,165007,27501.166666666668,59768.13507352113,148998,3,151564,30312.8,59620.80240738126,136341,16,1,1,0,0,1,0,232,200,42.42244268424976,36.36209372935694,0,4344,919.0769230769232,1498.5543845952816,2245665.243589743,1,2,1,2,12,0,0,0,0.8571428571428571,919.0769230769232,50.42857142857143,1932.5,0,0,0,11595,4,45116731,0,27,0,891,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,165007,DoS Hulk
17,31550,4,4,132,316,33,33,33.0,0.0,79,79,79.0,0.0,14199.683042789222,253.5657686212361,4507.142857142858,11811.532675434511,31293,3,31299,10433.0,18065.28992294339,31293,3,150,50.0,48.03123983409131,99,3,0,0,0,0,0,0,32,32,126.78288431061806,126.78288431061806,33,79,56.0,24.588034255943043,604.5714285714286,0,0,0,0,0,0,0,0,1.0,56.0,33.0,79.0,132,4,4217,316,4,2106666,0,16,0,39,0,0,3,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
6,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,48,0,666666.6666666666,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,3,Infiltration - Portscan
6,11719247,10,5,401,11632,401,0,40.10000000000001,126.807334172752,7288,0,2326.4,3351.290617060836,1026.7724538957154,1.27994571664886,837089.0714285715,2143770.167021802,6676801,44,11719247,1302138.5555555555,2614857.274454005,6678543,204,11680999,2920249.75,3438620.389348357,6676801,161,1,1,0,0,0,0,328,168,0.8532971444325732,0.4266485722162866,0,7288,802.1999999999999,2112.7708347097187,4463800.600000001,1,2,0,2,14,0,0,0,0.5,802.2,40.1,2326.4,0,0,0,0,0,0,0,26,0,775,29200,235,1,32,3673.0,0.0,3673,3673,6676801.0,0.0,6676801,6676801,0,0,11719247,DoS GoldenEye
6,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,48,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,Infiltration - Portscan
6,47,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42553.19148936171,47.0,0.0,47,47,47,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0,0,0,0,0,48,0,42553.19148936171,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,47,Infiltration - Portscan
6,165014,7,5,327,11595,327,0,46.71428571428572,123.5943826740173,5792,0,2319.0,2423.6297159425985,72248.41528597575,72.72110245191317,15001.272727272728,40543.736564581486,136338,3,165014,27502.333333333336,59262.29114931911,147975,3,150860,37715.0,66072.24086306342,136338,62,1,1,0,0,2,0,220,168,42.42064309694935,30.300459354963824,0,5792,993.5,1874.400534473986,3513377.363636364,1,2,2,2,10,0,0,0,0.7142857142857143,993.5,46.71428571428572,2319.0,0,0,0,0,0,0,0,27,0,966,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,165014,DoS Hulk
6,33,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,30303.0303030303,30303.0303030303,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,33,Portscan
6,160993,8,5,325,11595,325,0,40.62499999999999,114.90485194281396,7240,0,2319.0,3331.6381856378107,74040.48623232066,80.7488524345779,13416.083333333332,37728.90091755881,132252,1,160993,22999.0,53993.66059393764,144985,1,147473,36868.25,63975.76521035133,132252,75,1,1,0,0,2,0,252,168,49.69160149820178,31.05725093637612,0,7240,916.923076923077,2244.6966930054814,5038663.243589744,1,2,2,2,11,0,0,0,0.625,916.9230769230768,40.625,2319.0,0,0,0,0,0,0,0,25,0,891,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,160993,DoS Hulk
6,12028678,8,6,20,11595,20,0,2.5,7.071067811865476,4380,0,1932.5,1759.1070177791912,965.609022038831,1.1638851750790902,925282.9230769232,3319957.9873677734,11974731,1,12028678,1718382.5714285716,4522641.152139601,11974731,1,43792,8758.4,14330.685025496863,33112,15,1,1,0,0,1,0,172,132,0.6650772429023373,0.4988079321767529,0,4380,829.6428571428572,1473.9722159547623,2172594.0934065934,1,2,1,2,13,0,0,0,0.75,829.6428571428571,2.5,1932.5,0,0,0,11595,4,44596153,0,1,0,828,8192,229,1,20,53947.0,0.0,53947,53947,11974731.0,0.0,11974731,11974731,0,0,12028678,DDoS
6,197021,8,8,324,11606,324,0,40.5,114.5512985522207,5792,0,1450.75,2047.7875692003377,60551.92086122799,81.2096172489227,13134.733333333334,34234.444289062914,134147,1,197021,28145.85714285714,53070.65701002947,146005,1,182927,26132.42857142857,48501.73456986579,134147,46,1,2,0,0,3,0,228,264,40.60480862446135,40.60480862446135,0,5792,745.6249999999999,1579.0527065300892,2493407.45,3,2,3,3,12,0,0,0,1.0,745.625,40.5,1450.75,0,0,0,11606,5,314457,0,20,0,725,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,197021,DoS Hulk
17,173,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,1676300.578034682,23121.387283237,57.66666666666667,94.68544414709862,167,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,11560.693641618496,11560.693641618496,43,102,72.5,34.06366588218792,1160.3333333333333,0,0,0,0,0,0,0,0,1.0,72.5,43.0,102.0,0,0,0,0,0,0,0,21,0,51,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
17,284,2,2,56,568,28,28,28.0,0.0,284,284,284.0,0.0,2197183.0985915493,14084.50704225352,94.66666666666669,103.5583571390225,207,3,3,3.0,0.0,3,3,74,74.0,0.0,74,74,0,0,0,0,0,0,16,16,7042.2535211267605,7042.2535211267605,28,284,156.0,147.8016689125442,21845.33333333333,0,0,0,0,0,0,0,0,1.0,156.0,28.0,284.0,0,0,0,0,0,0,0,14,0,142,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
6,71,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408450704,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,14084.50704225352,14084.50704225352,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,71,Portscan
6,191927,15,14,831,6289,258,0,55.39999999999999,84.9662117718399,1460,0,449.21428571428567,605.4940993895848,37097.43808843988,151.0991158096568,6854.535714285715,19021.00197439105,99514,1,191927,13709.071428571428,25829.156987536648,99514,47,176761,13596.999999999998,31386.043727002823,114767,1,7,7,0,0,0,0,312,292,78.15471507396042,72.94440073569639,0,1460,245.5172413793104,462.53313554580336,213936.9014778325,2,2,0,14,28,0,0,0,0.9333333333333332,245.51724137931035,55.4,449.2142857142857,0,0,0,2042,4,623321,0,28,0,216,8192,32,7,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,191927,BENIGN
17,63869,2,2,82,146,41,41,41.0,0.0,73,73,73.0,0.0,3569.806948597912,62.62819208066512,21289.666666666664,36869.5881904495,63863,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,31.31409604033256,31.31409604033256,41,73,57.0,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,57.0,41.0,73.0,0,0,0,0,0,0,0,20,0,36,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
6,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66666666666,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,20833.33333333333,20833.33333333333,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,48,Portscan
6,4597038,8,5,20,11595,20,0,2.5,7.071067811865476,7300,0,2319.0,3023.657553361491,2526.6269280349647,2.8279078832935465,383086.5,1132200.805120677,3927980,87,4597038,656719.7142857143,1463151.3117314873,3927980,218,666492,166623.0,327440.9023269186,657749,87,1,1,0,0,1,0,172,112,1.740251005103721,1.0876568781898257,0,7300,893.4615384615386,2103.2052766901847,4423472.435897437,1,2,1,2,12,0,0,0,0.625,893.4615384615385,2.5,2319.0,0,0,0,0,0,0,0,1,0,891,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,4597038,DDoS
6,174001,7,8,307,11595,307,0,43.85714285714285,116.03509321383277,4344,0,1449.375,1729.380148038184,68401.90573617394,86.2064011126373,12428.642857142857,35463.8553104146,134140,1,174001,29000.166666666668,58642.90247051783,147997,1,161015,23002.14285714285,49403.49119724426,134140,1,1,1,0,0,2,0,208,264,40.22965385256407,45.97674726007322,0,4344,793.4666666666666,1424.0586297454122,2027942.980952381,2,2,2,2,12,0,0,0,1.1428571428571428,793.4666666666667,43.85714285714285,1449.375,0,0,0,11595,5,44596153,0,20,0,773,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,174001,DoS Hulk
6,60,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.333333333336,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,16666.666666666668,16666.666666666668,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,60,Portscan
6,159968,9,5,310,11595,310,0,34.44444444444444,103.33333333333331,10136,0,2319.0,4414.366205923564,74421.13422684537,87.51750350070014,12305.23076923077,36853.64946459135,134120,0,159968,19996.0,51085.46843980474,146019,0,146346,36586.5,65262.52297962949,134120,45,1,1,0,0,1,0,296,168,56.26125225045009,31.25625125025005,0,10136,850.3571428571428,2700.5401057265126,7292916.862637364,1,2,1,2,13,0,0,0,0.5555555555555556,850.3571428571429,34.44444444444444,2319.0,0,0,0,0,0,0,0,22,0,828,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,159968,DoS Hulk
6,116583147,24,23,795,10394,433,0,33.12500000000001,96.82764270240368,2920,0,451.9130434782609,870.3324815600633,95.97442072823785,0.4031457479870568,2534416.239130434,4295246.170866962,10000617,3,116583147,5068832.47826087,4957152.961086405,10049666,3,116559538,5298160.818181818,4950360.78500874,10048717,3,4,5,0,0,1,1,492,604,0.2058616585465822,0.1972840894404746,0,2920,238.06382978723408,641.6688636826603,411738.93061979656,1,2,2,9,46,0,0,0,0.9583333333333334,238.06382978723408,33.125,451.9130434782609,0,0,0,0,0,0,0,16,0,221,8192,980,15,20,128511.33333333331,349076.79127725493,1236650,23492,9584749.499999998,1438907.376477311,10000617,5015605,0,0,116583147,BENIGN
6,18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.11111111112,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,55555.55555555556,55555.55555555556,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,18,Infiltration - Portscan
6,3819902,7,6,20,11595,20,0,2.857142857142857,7.559289460184544,5840,0,1932.5,2190.830322046872,3040.6539225351858,3.4032286692171683,318325.1666666666,1087023.2668442277,3769948,1,3819902,636650.3333333334,1535053.368825158,3769948,1,38453,7690.6,14903.948782118114,34198,51,1,1,0,0,1,0,152,132,1.8325077449630909,1.5707209242540778,0,5840,893.4615384615386,1732.7451541501332,3002405.769230769,1,2,1,2,12,0,0,0,0.8571428571428571,893.4615384615385,2.857142857142857,1932.5,0,0,0,11595,4,27218309,0,1,0,891,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,3819902,DDoS
6,69988,9,7,317,11595,317,0,35.22222222222222,105.66666666666669,5792,0,1656.4285714285716,2120.732252245504,170200.60581814026,228.6106189632509,4665.866666666667,9818.789261023016,36124,0,69988,8748.5,16618.376910602827,48004,2,58866,9811.0,13998.030704352666,36124,45,1,1,0,0,4,0,248,232,128.5934731668286,100.01714579642226,0,5792,744.5,1579.521573135359,2494888.3999999994,2,2,4,2,11,0,0,0,0.7777777777777778,744.5,35.22222222222222,1656.428571428571,0,0,0,11595,4,39982758,0,19,0,724,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,69988,DoS Hulk
6,168999,8,7,286,11595,286,0,35.75,101.1162697096763,5792,0,1656.4285714285716,2120.732252245504,70302.19113722566,88.75792164450677,12071.35714285714,35741.84356574269,135187,1,168999,24142.714285714286,54423.5976567588,147003,1,158047,26341.166666666668,53604.48462364569,135187,45,1,1,0,0,3,0,228,232,47.33755821040361,41.42036343410316,0,5792,792.0666666666666,1622.6647601428715,2633040.923809523,2,2,3,2,11,0,0,0,0.875,792.0666666666667,35.75,1656.428571428571,0,0,0,11595,4,39845360,0,19,0,773,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,168999,DoS Hulk
6,10734901,10,5,20,11595,20,0,2.0,6.324555320336759,11595,0,2319.0,5185.441639822012,1081.9848268745095,1.397311442369147,766778.6428571428,2391667.187202157,8908061,1,10734901,1192766.7777777778,2955148.6807393795,8908061,1,1819965,454991.25,896397.4108092813,1799518,5,1,1,0,0,1,0,212,112,0.9315409615794312,0.4657704807897156,0,11595,774.3333333333334,2993.451702506338,8960753.095238093,2,2,1,2,14,0,0,0,0.5,774.3333333333334,2.0,2319.0,0,0,0,0,0,0,0,1,0,773,8192,229,1,20,1826840.0,0.0,1826840,1826840,8908061.0,0.0,8908061,8908061,0,0,10734901,DDoS
6,16,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,62500.0,62500.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,16,Infiltration - Portscan
6,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,48,0,666666.6666666666,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,3,Infiltration - Portscan
6,4717852,12,9,1550,11606,310,0,129.16666666666666,159.62788166877556,5792,0,1289.5555555555557,1973.611797638476,2788.557165421891,4.451178205674956,235892.6,682848.9689525942,2997412,1,4717852,428895.6363636364,891739.4852881947,2997941,1,4717106,589638.25,1145380.728412516,3008266,5,5,2,0,0,3,0,356,296,2.543530403242832,1.907647802432124,0,5792,626.4761904761906,1385.032657342332,1918315.4619047616,3,2,3,7,17,0,0,0,0.75,626.4761904761905,129.16666666666666,1289.5555555555557,1550,5,914,11595,5,8323761,0,73,0,552,29200,235,5,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,4717852,DoS Hulk
6,6184,7,6,333,11595,333,0,47.57142857142856,125.86216951207268,5792,0,1932.5,2537.820147291766,1928848.641655886,2102.199223803364,515.3333333333333,805.0416514728046,2188,1,6184,1030.6666666666667,1099.3610265361722,2188,1,2598,519.6,879.8382237661649,2082,47,1,1,0,0,2,0,220,200,1131.953428201811,970.2457956015523,0,5792,917.5384615384614,1909.984363608972,3648040.2692307695,1,2,2,2,11,0,0,0,0.8571428571428571,917.5384615384615,47.57142857142857,1932.5,0,0,0,0,0,0,0,25,0,891,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,6184,DoS Hulk
6,664969,5,5,426,2266,426,0,85.2,190.5129916829821,2266,0,453.2,1013.3860074029049,4048.309018916671,15.038295018264009,73885.44444444444,119595.27856181354,298848,5,632384,158096.0,144449.63230367418,298848,32903,632199,158049.75,182399.4462279149,331536,5,1,1,0,0,0,0,112,112,7.519147509132004,7.519147509132004,0,2266,269.2,714.2630701172595,510171.7333333333,2,2,0,2,9,0,0,0,1.0,269.2,85.2,453.2,0,0,0,0,0,0,0,42,0,226,8192,237,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,664969,BENIGN
6,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.545454545456,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,22727.272727272728,22727.272727272728,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,44,Portscan
